Office,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,year,,,,
"Akron, CO",171,26309.3,62,9939.52,3,361.14,,,,,,,,,,,,,1901,,,,
"Del Norte, CO",123,17774.47,28,4120,11,1593.04,,,,,,,,,,,,,1901,,,,
"Denver, CO",477,72247.65,270,39666.02,13,1840,,,,,,,,,,,,,1901,,,,
"Durango, CO",206,28563.85,64,7964.99,50,7768.55,,,,,,,22,3135.5,,,,,1901,,,,
"Glenwood Springs, CO",150,22542.54,28,4145.58,2,320,,,,,,,,,,,,,1901,,,,
"Gunnison, CO",25,3399.9,7,916.44,4,517,,,,,,,,,,,,,1901,,,,
"Hugo, CO",73,11271.8,41,6455.26,1,160,,,,,,,,,,,,,1901,,,,
"Lamar, CO",215,32284.99,45,6536.37,12,1787.48,,,,,,,,,,,,,1901,,,,
"Leadville, CO",32,5119,15,2237.66,2,320,,,,,,,,,,,,,1901,,,,
"Montrose, CO",110,16613.14,14,2160,5,800,,,,,,,,,,,,,1901,,,,
"Pueblo, CO",687,103451.1,272,41678.81,34,4771.57,,,,,,,,,,,,,1901,,,,
"Sterling, CO",180,27894.92,48,7245.58,10,1312.93,,,,,,,,,,,,,1901,,,,
"Gainesville, FL",908,107852.74,722,90072.34,31,3314.65,,,,,,,,,,,,,1901,,,,
"Blackfoot, ID",534,76899.94,302,43911.35,21,3014.16,,,,,,,,,,,,,1901,,,,
"Boise, ID",506,71020.32,99,13805.49,16,1510.72,,,,,,,,,,,,,1901,,,,
"Coeur d'Alene, ID",569,77693.67,248,34560.75,18,2726.83,,,,,,,,,,,,,1901,,,,
"Hailey, ID",139,19144.55,76,10990.82,3,396.79,,,,,,,,,,,,,1901,,,,
"Lewiston, ID",756,96618.18,276,40410.88,62,7443.69,,,,,,,,,,,,,1901,,,,
"Des Moines, IA",61,8114.08,67,8964.98,2,64.9,,,,,,,,,,,,,1901,,,,
"Colby, KS",243,32267.92,203,30665.62,9,1040,,,,,,,,,,,,,1901,,,,
"Dodge City, KS",357,54171.8,112,16647.59,4,494.42,,,,,,,,,,,,,1901,,,,
"Topeka, KS",47,4428.45,32,3086.51,6,560,,,,,,,,,,,,,1901,,,,
"Wakeeney, KS",571,84712.96,271,41885.63,,,,,,,,,,,,,,,1901,,,,
"Natchitoches, LA",541,55254.61,332,38375.75,96,13210.62,,,,,,,,,,,,,1901,,,,
"New Orleans, LA",1543,140556.17,766,89375.49,103,1907.24,,,,,,,,,,,,,1901,,,,
"Marquette, MI",378,37921.2,199,22779.96,69,8299.77,,,,,,,,,,,,,1901,,,,
"Crookston, MN",934,120063.23,787,114863.49,135,16970.59,,,,,1006,146227.03,37,4909.23,56,8400.98,,,1901,,,,
"Duluth, MN",2065,246438.4,827,66737.57,134,19084.18,,,,,24,3671.53,,,,,,,1901,,,,
"Marshall, MN",91,11908.3,135,17212.2,11,896.65,,,,,,,,,,,,,1901,,,,
"St. Cloud, MN",725,67488.3,453,52729.66,25,2391.18,,,,,,,,,,,,,1901,,,,
"Jackson, MS",1309,113126.06,1384,158142.44,177,16519.52,,,,,,,,,,,,,1901,,,,
"Boonville, MO",226,20926.15,256,24550.32,2,80,,,,,,,,,,,,,1901,,,,
"Ironton, MO",269,19888.24,258,23558.87,1,40,,,,,,,,,,,,,1901,,,,
"Springfield, MO",532,52384.75,601,65712.79,,,,,,,,,,,,,,,1901,,,,
"Bozeman, MT",734,107404.44,242,37175.66,8,1276.9,,,,,,,,,,,,,1901,,,,
"Helena, MT",1058,143385.21,581,72480.04,137,21177.48,,,,,,,,,,,,,1901,,,,
"Kalispell, MT",364,54090.19,72,10447.07,23,2642.2,,,,,,,,,,,,,1901,,,,
"Lewistown, MT",369,52466.75,160,19932.18,75,11754.05,,,,,,,,,,,,,1901,,,,
"Miles City, MT",182,26698.71,70,9261.61,7,968.14,,,,,,,,,,,,,1901,,,,
"Missoula, MT",194,29328.59,86,13122.41,6,880,,,,,,,,,,,,,1901,,,,
"Alliance, NE",870,135437.48,214,32211.6,74,11082.57,,,,,,,,,,,,,1901,,,,
"Broken Bow, NE",618,95533.38,69,9778.4,54,8030.42,,,,,,,,,,,,,1901,,,,
"Lincoln, NE",111,14355.69,46,5318.86,7,574.2,,,,,,,,,,,,,1901,,,,
"McCook, NE",201,30066.29,82,11845.52,10,956.25,,,,,,,,,,,,,1901,,,,
"North Platte, NE",516,76629.62,84,12695,6,800,,,,,,,,,,,,,1901,,,,
"O'Neill, NE",701,95466.16,79,10762.24,45,5134.9,,,,,75,8817.05,,,642,98862.48,,,1901,,,,
"Sidney, NE",328,50100.73,80,12006.65,8,963.6,,,,,,,,,,,,,1901,,,,
"Valentine, NE",995,150499.88,141,20068.98,121,17190.27,,,,,,,,,,,,,1901,,,,
"Carson City, NV",31,4515.01,8,1195.2,,,,,,,,,,,,,,,1901,,,,
"Clayton, NM",715,112468.21,108,16748.47,33,4916.85,,,,,,,,,,,,,1901,,,,
"Las Cruces, NM",219,25175.54,136,14047.2,13,1815.52,,,,,,,,,,,,,1901,,,,
"Roswell, NM",402,59806.65,59,6270.6,21,3114.73,,,,,,,,,,,,,1901,,,,
"Santa Fe, NM",572,86778.66,156,21722.4,12,1695.54,,,,,,,,,,,,,1901,,,,
"Bismarck, ND",1610,248393.48,471,73742.24,69,9887.45,,,,,,,,,,,,,1901,,,,
"Devils Lake, ND",3377,495559.31,772,120061.26,1116,168305.69,,,,,,,,,,,,,1901,,,,
"Fargo, ND",391,53846.14,504,77381.84,54,7002.47,,,,,,,,,,,,,1901,,,,
"Grand Forks, ND",349,44718.66,557,85042.82,293,43270.89,,,,,,,,,,,,,1901,,,,
"Minot, ND",2269,356597.86,57,8551.03,174,27029.97,,,,,,,,,,,,,1901,,,,
"Alva, OK",1265,181115.56,2166,339126.33,73,10561.18,,,,,,,,,,,,,1901,,,,
"Enid, OK",149,21584.41,2786,435947.26,36,4746.62,,,,,,,,,,,,,1901,,,,
"Guthrie, OK",57,5755.77,1057,155179.27,1,156.32,,,,,,,20,2035.24,,,,,1901,,,,
"Kingfisher, OK",2424,355942.94,1597,248480.6,69,9888.64,,,,,,,,,,,,,1901,,,,
"Mangum, OK",1795,268321.36,216,34228.81,79,11799.83,,,,,,,,,,,,,1901,,,,
"Oklahoma City, OK",2098,301539.43,1681,244615.23,8,894.88,,,,,,,88,11731.41,,,,,1901,,,,
"Perry, OK",172,20726.7,2669,399292,20,2748.02,,,,,,,,,,,,,1901,,,,
"Woodward, OK",3822,588737.52,430,67760.64,130,20142.23,,,,,,,,,,,,,1901,,,,
"Burns, OR",241,34860.66,58,8396.54,11,1760,,,,,,,,,,,,,1901,,,,
"La Grande, OR",1129,173733.24,172,25748.38,70,10868.65,,,,,,,,,,,,,1901,,,,
"Lakeview, OR",60,8983.61,45,7103.27,5,758.84,,,,,,,,,,,,,1901,,,,
"Oregon City, OR",940,139805.42,258,36381,64,9992.9,,,,,,,,,,,,,1901,,,,
"Roseburg, OR",775,111924.94,264,35705.78,22,2848.46,,,,,,,,,,,,,1901,,,,
"The Dalles, OR",1145,174858.62,254,38854.52,106,16228.38,,,,,,,,,,,,,1901,,,,
"Aberdeen, SD",540,82112.45,308,48469.96,27,3612.29,,,,,,,,,,,,,1901,,,,
"Chamberlain, SD",367,49578.17,29,4419.74,85,13031.94,,,,,236,33566.11,55,7814.81,359,56122.7,,,1901,,,,
"Huron, SD",664,101501.36,257,40039.04,7,1035.23,,,,,12,1843.23,,,12,1847.52,,,1901,,,,
"Mitchell, SD",160,17421.28,282,41923.72,57,6050.09,,,,,,,59,6805.73,,,,,1901,,,,
"Pierre, SD",123,18539.13,28,4395.18,,,,,,,23,2967.291,10,1562.29,58,8814.59,,,1901,,,,
"Rapid City, SD",568,88495.07,278,43372.89,9,1390.68,,,,,7,1018.96,4,634.51,16,2538.11,,,1901,,,,
"Watertown, SD",449,47361.01,1001,150647.44,19,2419.01,,,,,,,16,1240,,,,,1901,,,,
"Salt Lake City, UT",265,38885.29,337,47955.12,2,236.73,,,,,,,,,,,,,1901,,,,
"North Yakima, WA",246,37063.68,42,6033.67,6,840,,,,,,,,,,,,,1901,,,,
"Olympia, WA",82,9500.4,126,16990.73,13,1880,,,,,,,,,,,,,1901,,,,
"Seattle, WA",219,31026.6,206,28927.24,25,3573.33,,,,,,,,,,,,,1901,,,,
"Spokane, WA",1321,193922.98,229,33159.78,27,3717.91,,,,,188,27260.14,,,5,476.37,,,1901,,,,
"Vancouver, WA",362,51369.17,219,31985.92,14,1952.37,,,,,,,,,,,,,1901,,,,
"Walla Walla, WA",1646,252241.98,88,13020.75,35,4690.84,,,,,,,,,,,,,1901,,,,
"Waterville, WA",847,128252.9,122,17997.23,15,2292.97,,,,,220,34074.89,,,,,,,1901,,,,
"Ashland, WI",380,44706.2,103,10169.59,13,1258.95,,,,,,,,,,,,,1901,,,,
"Eau Claire, WI",398,40138.12,205,21210.93,7,520,,,,,,,,,,,,,1901,,,,
"Wausau, WI",348,26748.92,199,18684.36,53,4154.18,,,,,,,,,,,,,1901,,,,
"Buffalo, WY",335,48618.7,135,17487.56,12,1920,,,,,,,,,,,,,1901,,,,
"Cheyenne, WY",452,62587.46,120,13289.49,21,3187.81,,,,,,,,,,,,,1901,,,,
"Douglas, WY",301,44545.36,55,6232.08,49,7541.96,,,,,,,,,,,,,1901,,,,
"Evanston, WY",260,36303.04,116,14285.49,10,1559.9,,,,,,,,,,,,,1901,,,,
"Lander, WY",284,40159.86,85,9652.94,10,1490.45,,,,,,,,,,,,,1901,,,,
"Sundance, WY",207,32470.46,64,10015.2,11,1640,,,,,,,,,,,,,1901,,,,
Illinois (GLO),2,164.27,1,4.27,,,,,,,,,,,,,,,1901,,,,
Indiana (GLO,,,,,,,,,,,,,,,,,,,1901,,,,
Ohio (GLO),,,,,,,,,,,,,,,,,,,1901,,,,
"Huntsville, AL",347,33661.32,284,31616.94,18,1905.12,,,,,,,,,,,,,1902,,,,
"Montgomery, AL",473,44705.47,415,39966.65,59,6011.46,,,,,,,,,,,,,1902,,,,
"Sitka, AK",9,261.45,9,261.45,,,,,,,,,,,,,,,1902,,,,
"Prescott, AZ",45,6031.64,42,5644.84,10,1074.37,,,,,,,,,,,,,1902,,,,
"Tucson, AZ",317,42512.27,86,11298.09,26,3651.84,,,,,,,,,,,,,1902,,,,
"Camden, AR",1065,118727.04,539,64394.34,70,8114.87,,,,,,,,,,,,,1902,,,,
"Dardanelle, AR",532,71334.13,177,20229.82,31,4205.49,,,,,,,,,,,,,1902,,,,
"Harrison, AR",698,75522.59,590,73357.64,72,8155.9,,,,,,,,,,,,,1902,,,,
"Little Rock, AR",390,3855.87,414,46292.03,9,922.82,,,,,,,,,,,,,1902,,,,
"Eureka, CA",287,42665,38,5445.35,37,5589.04,,,,,,,,,,,,,1902,,,,
"Independence, CA",23,3397.76,10,1403.77,1,40,,,,,,,,,,,,,1902,,,,
"Los Angeles, CA",412,59636.29,202,28300.4,14,2000,,,,,,,,,,,,,1902,,,,
"Marysville, CA",48,6606.45,50,7201.9,,,,,,,,,,,,,,,1902,,,,
"Redding, CA",214,31754.31,97,13657.56,6,560,,,,,,,,,,,,,1902,,,,
"Sacramento, CA",242,36016.8,57,7623.07,3,400,,,,,,,,,,,,,1902,,,,
"San Francisco, CA",508,72648.49,246,37172.35,21,2782.19,,,,,,,,,,,,,1902,,,,
"Stockton, CA",173,24294.03,86,12358.74,18,2558.89,,,,,,,,,,,,,1902,,,,
"Susanville, CA",160,24269.44,37,5393.13,12,1829.91,,,,,,,,,,,,,1902,,,,
"Visalia, CA",101,14220.34,115,17449.67,11,1576.3,,,,,,,,,,,,,1902,,,,
"Akron, CO",164,25066.96,38,5652.88,1,37.77,,,,,,,,,,,,,1902,,,,
"Del Norte, CO",191,28745.32,32,4636.3,9,1360.51,,,,,,,,,,,,,1902,,,,
"Denver, CO",796,120002.7,271,39962.31,32,4384.35,,,,,,,,,,,,,1902,,,,
"Durango, CO",234,32348.55,97,12271.64,38,5760,,,,,,,13,1816.81,,,,,1902,,,,
"Glenwood Springs, CO",202,31043.97,38,5807.72,9,1189.17,,,,,,,,,,,,,1902,,,,
"Gunnison, CO",26,4000,9,1198.22,4,200.72,,,,,,,,,,,,,1902,,,,
"Hugo, CO",79,12432.91,37,5778.39,,,,,,,,,,,,,,,1902,,,,
"Lamar, CO",224,34443.18,48,6804.93,8,1080,,,,,,,,,,,,,1902,,,,
"Leadville, CO",44,6595.17,15,2280,,,,,,,,,,,,,,,1902,,,,
"Montrose, CO",75,11382.87,19,2998.84,1,160,,,,,,,,,,,,,1902,,,,
"Pueblo, CO",901,135819.31,329,47409.07,51,7650.87,,,,,,,,,,,,,1902,,,,
"Sterling, CO",261,40191.54,34,4349.24,5,800,,,,,,,,,,,,,1902,,,,
"Gainesville, FL",659,78364.2,524,62762.41,29,3477.7,,,,,,,,,,,,,1902,,,,
"Blackfoot, ID",566,77347.11,400,58118.28,30,4263.42,,,,,,,,,,,,,1902,,,,
"Boise, ID",599,86425.1,114,15589.2,21,2392.65,,,,,,,,,,,,,1902,,,,
"Coeur d'Alene, ID",571,76971.85,131,18548.15,80,11190.39,,,,,,,,,,,,,1902,,,,
"Hailey, ID",181,22734.64,109,15720.77,3,480,,,,,,,,,,,,,1902,,,,
"Lewiston, ID",725,94159.18,492,70479.65,34,4361.69,,,,,,,,,,,,,1902,,,,
"Des Moines, IA",13,830.76,17,1520.41,3,221.1,,,,,,,,,,,,,1902,,,,
"Colby, KS",261,35875.17,147,22001.55,20,1680,,,,,,,,,,,,,1902,,,,
"Dodge City, KS",840,129469.56,71,10768.86,5,716.85,,,,,,,,,,,,,1902,,,,
"Topeka, KS",41,3389.54,29,2640.06,5,345.63,,,,,,,,,,,,,1902,,,,
"Wakeeney, KS",734,110056.3,134,20401.92,5,675.5,,,,,,,,,,,,,1902,,,,
"Natchitoches, LA",641,64611.3,273,31140.59,80,8655.36,,,,,,,,,,,,,1902,,,,
"New Orleans, LA",1492,138819.87,892,99194.59,270,30029.71,,,,,,,,,,,,,1902,,,,
"Marquette, MI",406,38872.65,201,20830.42,75,7302.98,,,,,,,,,,,,,1902,,,,
"Crookston, MN",685,76731.77,828,118282.84,276,35630.5,,,,,901,127142.94,103,13841.03,395,60579.71,,,1902,,,,
"Duluth, MN",2298,290525.43,629,49305.69,120,16668.24,,,,,33,5084.52,,,,,,,1902,,,,
"Marshall, MN",22,1485.09,63,6770.98,16,1188.64,,,,,,,,,,,,,1902,,,,
"St. Cloud, MN",1006,94603.88,528,60187.48,60,6343.96,,,,,,,,,,,,,1902,,,,
"Jackson, MS",874,76629.24,854,91639.09,213,19393.25,,,,,,,,,,,,,1902,,,,
"Boonville, MO",167,14470.24,210,21603.75,1,40,,,,,,,,,,,,,1902,,,,
"Ironton, MO",137,9652.52,266,25091.76,1,160,,,,,,,,,,,,,1902,,,,
"Springfield, MO",236,23704.98,510,55847.07,1,40,,,,,,,,,,,,,1902,,,,
"Bozeman, MT",474,68420.24,146,21286.73,47,6103.91,,,,,,,,,,,,,1902,,,,
"Helena, MT",1181,170944.26,458,66269.89,126,19363.69,,,,,,,,,,,,,1902,,,,
"Kalispell, MT",316,45958.59,63,9047.8,46,6616.63,,,,,,,,,,,,,1902,,,,
"Lewistown, MT",412,58089.32,148,17576.08,68,10781.03,,,,,,,,,,,,,1902,,,,
"Miles City, MT",284,41066.16,98,12434.84,3,387.14,,,,,,,,,,,,,1902,,,,
"Missoula, MT",162,23545.53,96,14024.22,23,3508.23,,,,,,,,,,,,,1902,,,,
"Alliance, NE",767,115047.57,191,29073.57,89,13134.39,,,,,,,,,,,,,1902,,,,
"Broken Bow, NE",511,76949.43,69,9451.39,90,13687.78,,,,,,,,,,,,,1902,,,,
"Lincoln, NE",78,9290.43,43,4140.75,5,250.87,,,,,,,,,,,,,1902,,,,
"McCook, NE",223,33442.88,41,5932.82,8,1039.4,,,,,,,,,,,,,1902,,,,
"North Platte, NE",346,50106.3,97,14134.99,11,1651.34,,,,,,,,,,,,,1902,,,,
"O'Neill, NE",629,84804.85,85,11610.64,135,15560.95,,,,,45,4497.25,,,314,47346.81,,,1902,,,,
"Sidney, NE",203,30892.14,60,8444.96,5,679.9,,,,,,,,,,,,,1902,,,,
"Valentine, NE",827,123250.9,148,20906.91,188,27929.32,,,,,,,,,,,,,1902,,,,
"Carson City, NV",74,11095.57,8,1193.72,2,320,,,,,,,,,,,,,1902,,,,
"Clayton, NM",872,137641.45,123,19342.64,30,4518.78,,,,,,,,,,,,,1902,,,,
"Las Cruces, NM",171,22485.86,55,6337,10,1334.47,,,,,,,,,,,,,1902,,,,
"Roswell, NM",836,130030.71,56,7458.47,19,2825.38,,,,,,,,,,,,,1902,,,,
"Santa Fe, NM",681,103956.46,154,22441.86,15,2076.27,,,,,,,,,,,,,1902,,,,
"Bismarck, ND",3070,478595.53,373,58397.13,97,14464.16,,,,,,,,,,,,,1902,,,,
"Devils Lake, ND",3950,556723.46,881,134324.28,1352,199694.98,,,,,,,,,,,,,1902,,,,
"Fargo, ND",556,77307.99,323,48869.92,118,16457.97,,,,,,,,,,,,,1902,,,,
"Grand Forks, ND",327,39376.41,554,84649.66,288,40791.71,,,,,,,,,,,,,1902,,,,
"Minot, ND",8697,1309001.39,139,21936.83,524,81983.56,,,,,,,,,,,,,1902,,,,
"Alva, OK",739,100351.16,2149,334704.4,158,23040.68,,,,,,,,,,,,,1902,,,,
"El Reno, OK",9078,1372308.37,188,28818.47,4,410.04,,,,,,,,,,,,,1902,,,,
"Enid, OK",83,10119.27,1148,178228.74,40,5887.22,,,,,,,,,,,,,1902,,,,
"Guthrie, OK",59,5162.57,476,66810.71,43,4265.02,,,,,,,,,,,,,1902,,,,
"Kingfisher, OK",2182,313157.96,1634,253284.56,4,482.83,,,,,,,137,19348.19,,,,,1902,,,,
"Lawton, OK",10182,1562685.64,,,,,,,,,,,,,,,,,1902,,,,
"Mangum, OK",1500,211614.16,253,39823.95,132,19763.6,,,,,,,,,,,,,1902,,,,
"Oklahoma City, OK",1564,212988.2,1559,229909.49,3,372.7,,,,,,,205,28037.44,,,,,1902,,,,
"Perry, OK",65,7275.32,1365,197969.72,22,2525.17,,,,,,,,,,,,,1902,,,,
"Woodward, OK",4007,605427.52,292,45794.27,27,4320,,,,,,,255,38816.43,,,,,1902,,,,
"Burns, OR",272,38984.73,73,10269.33,13,1866.86,,,,,,,,,,,,,1902,,,,
"La Grande, OR",1253,193053.89,198,30367.53,134,20731.82,,,,,,,,,,,,,1902,,,,
"Lakeview, OR",278,41351.73,46,7041.82,6,875.34,,,,,,,,,,,,,1902,,,,
"Oregon City, OR",493,72608.52,165,22508.27,167,26282.91,,,,,,,,,,,,,1902,,,,
"Roseburg, OR",928,133999.7,194,25774.71,66,10261.87,,,,,,,,,,,,,1902,,,,
"The Dalles, OR",1674,256096.69,234,34874.3,209,32154.87,,,,,,,,,,,,,1902,,,,
"Aberdeen, SD",364,54464.83,203,31558.91,79,11398.8,,,,,,,,,,,,,1902,,,,
"Chamberlain, SD",743,105511.63,30,4666.1,128,18928.52,,,,,592,86249.07,105,14723.45,283,42910.77,,,1902,,,,
"Huron, SD",681,102648.2,148,23355.9,75,11692.7,,,,,,,19,3040.77,,,,,1902,,,,
"Mitchell, SD",100,10911.02,274,41096.36,81,8042.08,,,,,,,,,,,,,1902,,,,
"Pierre, SD",929,144653.03,27,4178.27,10,1180.95,,,,,50,6424.66,12,1742.85,38,5707.69,,,1902,,,,
"Rapid City, SD",542,84381.23,158,24672.66,10,1493.63,,,,,10,1335.17,3,480,21,3303.9,,,1902,,,,
"Watertown, SD",430,42115.52,812,120838.63,59,5738.23,,,,,,,52,5056.31,,,,,1902,,,,
"Salt Lake City, UT",184,27119.93,250,36221.23,2,198.65,,,,,,,,,,,,,1902,,,,
"North Yakima, WA",567,85777.12,41,6126.64,8,976,,,,,,,,,,,,,1902,,,,
"Olympia, WA",208,29617.6,87,10739.76,5,600,,,,,,,,,,,,,1902,,,,
"Seattle, WA",436,62920.09,154,22117.34,28,4075.14,,,,,,,,,,,,,1902,,,,
"Spokane, WA",1275,182920,238,34734.94,99,13841.95,,,,,88,11614.26,5,786.35,1,3,,,1902,,,,
"Vancouver, WA",671,100080.28,200,28844.74,32,4569.96,,,,,,,,,,,,,1902,,,,
"Walla Walla, WA",1481,220778.44,104,14714.39,159,23999.89,,,,,,,,,,,,,1902,,,,
"Waterville, WA",2051,310652.71,196,28858.13,82,12382.86,,,,,115,17220.8,,,,,,,1902,,,,
"Ashland, WI",532,68798.27,112,11217.69,13,1361.71,,,,,,,,,,,,,1902,,,,
"Eau Claire, WI",542,48876.57,255,25066.93,15,832.54,,,,,,,,,,,,,1902,,,,
"Wausau, WI",362,28608.21,265,27004.95,81,6725.67,,,,,,,,,,,,,1902,,,,
"Buffalo, WY",463,59038.07,202,18719.03,17,2700.73,,,,,,,,,,,,,1902,,,,
"Cheyenne, WY",503,66812.43,206,21094.06,26,4065.48,,,,,,,,,,,,,1902,,,,
"Douglas, WY",379,37497.56,394,56194.45,37,5836.57,,,,,,,,,,,,,1902,,,,
"Evanston, WY",190,28320.5,46,6849.25,13,1794.52,,,,,,,,,,,,,1902,,,,
"Lander, WY",274,39711.11,73,8670.43,13,2013.85,,,,,,,,,,,,,1902,,,,
"Sundance, WY",500,78082.61,97,14304.76,16,2440,,,,,,,,,,,,,1902,,,,
Illinois (GLO),,,,,,,,,,,,,,,,,,,1902,,,,
Indiana (GLO,1,4.8,,,,,,,,,,,,,,,,,1902,,,,
Ohio (GLO),2,114.89,1,34.89,,,,,,,,,,,,,,,1902,,,,
"Huntsville, AL",556,56815.82,343,37099.89,17,1754.38,,,,,,,,,,,,,1903,,,,
"Montgomery, AL",631,57646.07,476,48483.45,69,6718.84,,,,,,,,,,,,,1903,,,,
"Juneau, AK",30,1202.84,30,1202.84,,,,,,,,,,,,,,,1903,,,,
"Prescott, AZ",68,10314.44,82,12572.59,6,810.41,,,,,,,,,,,,,1903,,,,
"Tucson, AZ",397,56324.93,89,11630.3,56,7419.92,,,,,,,,,,,,,1903,,,,
"Camden, AR",1004,108915.37,655,75488.31,83,9763.25,,,,,,,,,,,,,1903,,,,
"Dardanelle, AR",406,48618.97,118,13373.63,23,2284.42,,,,,,,,,,,,,1903,,,,
"Harrison, AR",1233,139780.96,652,79703.24,60,6635.28,,,,,,,,,,,,,1903,,,,
"Little Rock, AR",626,65140.91,427,46542.32,22,1626.95,,,,,,,,,,,,,1903,,,,
"Eureka, CA",331,49440.07,59,8680.34,24,3713.5,,,,,,,,,,,,,1903,,,,
"Independence, CA",32,4678.89,16,2266.13,1,160,,,,,,,,,,,,,1903,,,,
"Los Angeles, CA",261,38274.64,135,18705.54,13,1739.72,,,,,,,,,,,,,1903,,,,
"Marysville, CA",51,7298.96,32,4597.25,9,1334.33,,,,,,,,,,,,,1903,,,,
"Redding, CA",216,31225.8,66,9406.38,3,352.05,,,,,,,,,,,,,1903,,,,
"Sacramento, CA",212,31382.98,44,6269.53,15,2244.28,,,,,,,,,,,,,1903,,,,
"San Francisco, CA",470,68245.27,259,38394.2,21,2675.34,,,,,,,,,,,,,1903,,,,
"Stockton, CA",166,24788.5,89,12969.13,12,1542.94,,,,,,,,,,,,,1903,,,,
"Susanville, CA",160,23822.04,51,7812.21,4,640,,,,,,,,,,,,,1903,,,,
"Visalia, CA",144,21811.83,86,12851.65,3,480,,,,,,,,,,,,,1903,,,,
"Akron, CO",221,34048.24,42,6349.68,7,1040,,,,,,,,,,,,,1903,,,,
"Del Norte, CO",124,18717.69,32,4793.69,10,1362.13,,,,,,,,,,,,,1903,,,,
"Denver, CO",681,101259.56,249,36245.56,39,4944.51,,,,,,,,,,,,,1903,,,,
"Durango, CO",165,24328.85,55,7853.94,27,3798.08,,,,,,,,,,,,,1903,,,,
"Glenwood Springs, CO",343,44924.65,43,6255.4,18,2800,,,,,125,18451.95,25,2741.19,,,,,1903,,,,
"Gunnison, CO",21,3359.53,5,717.27,1,160,,,,,,,,,,,,,1903,,,,
"Hugo, CO",92,14300.07,17,2591.82,2,240,,,,,,,,,,,,,1903,,,,
"Lamar, CO",202,31306.76,46,6525.44,11,1459.27,,,,,,,,,,,,,1903,,,,
"Leadville, CO",30,4633.85,10,1480,1,160,,,,,,,,,,,,,1903,,,,
"Montrose, CO",65,9569.52,20,3052.56,3,480,,,,,184,25451.02,,,1,156.78,,,1903,,,,
"Pueblo, CO",975,147200.13,249,35227.83,49,7363.77,,,,,,,,,,,,,1903,,,,
"Sterling, CO",325,50094.53,36,4889,7,1000,,,,,,,,,,,,,1903,,,,
"Gainesville, FL",971,121239.35,471,55048.74,64,7922.61,,,,,,,,,,,,,1903,,,,
"Blackfoot, ID",526,71194.57,340,48783.07,27,3514.29,,,,,,,,,,,,,1903,,,,
"Boise, ID",720,104152.87,119,16312.43,47,5461.47,,,,,,,,,,,,,1903,,,,
"Coeur d'Alene, ID",425,52733.92,112,14906.49,67,9240.78,,,,,,,,,,,commisions on Indian land homesteads - but no figure for these…,,1903,,,,
"Hailey, ID",124,15671.45,83,11571.46,10,1396,,,,,,,,,,,,,1903,,,,
"Lewiston, ID",755,93623.49,679,98040.66,63,8546.08,,,,,,,,,,,,,1903,,,,
"Des Moines, IA",9,534.61,8,547.52,1,40,,,,,,,,,,,,,1903,,,,
"Colby, KS",195,26910.37,92,13870.43,17,1795.6,,,,,,,,,,,,,1903,,,,
"Dodge City, KS",684,106868.89,67,10288.38,10,1438.73,,,,,,,,,,,,,1903,,,,
"Topeka, KS",24,1571.64,25,2868.37,9,1040,,,,,,,,,,,,,1903,,,,
"Wakeeney, KS",371,55695.02,107,16643.11,22,3200,,,,,,,,,,,,,1903,,,,
"Natchitoches, LA",442,40808.18,216,23879.66,85,9470.84,,,,,,,,,,,,,1903,,,,
"New Orleans, LA",1218,107818.03,745,81419.87,215,23715.95,,,,,,,,,,,,,1903,,,,
"Marquette, MI",440,41309.08,155,16095.78,82,8149.8,,,,,,,,,,,,,1903,,,,
"Crookston, MN",387,46254.98,629,88872.61,392,54023.13,,,,,1166,166062.55,221,30700.55,525,80922.83,,,1903,,,,
"Duluth, MN",2067,252147.37,578,46636.78,258,37362.93,,,,,213,33409.65,11,1721.55,2,835.9?,,,1903,,,,
"Marshall, MN",14,1002.07,43,3732.27,8,540.58,,,,,,,,,,,,,1903,,,,
"St. Cloud, MN",728,60393.54,596,70895.3,145,13248.34,,,,,,,,,,,,,1903,,,,
"Jackson, MS",1212,112954.69,461,47963.95,81,7051.74,,,,,,,,,,,,,1903,,,,
"Boonville, MO",180,15493.59,256,23929.2,1,40,,,,,,,,,,,,,1903,,,,
"Ironton, MO",201,16150.77,211,18701.47,1,40,,,,,,,,,,,,,1903,,,,
"Springfield, MO",424,40096.31,554,60426.55,,,,,,,,,,,,,,,1903,,,,
"Bozeman, MT",444,61183.05,222,33161.31,93,13059.74,,,,,,,,,,,,,1903,,,,
"Great Falls, MT",877,129194.18,349,50145.83,120,18046.06,,,,,,,,,,,,,1903,,,,
"Helena, MT",373,54801.62,155,21185.76,35,5071.6,,,,,,,,,,,,,1903,,,,
"Kalispell, MT",247,33984.56,58,8153.57,48,6723.02,,,,,,,,,,,,,1903,,,,
"Lewistown, MT",363,52600.62,169,22934.18,74,11458.24,,,,,,,,,,,,,1903,,,,
"Miles City, MT",213,31373.36,69,10525.21,6,821.65,,,,,,,,,,,,,1903,,,,
"Missoula, MT",174,25417.55,75,10954.78,11,1600,,,,,,,,,,,,,1903,,,,
"Alliance, NE",884,134853.68,158,23178.61,78,11544.24,,,,,,,,,,,,,1903,,,,
