id,date_begin,date_end,source_no,name_michno,name_friedman,state,ident_friedman,natives dead,natives dead (amended),natives wounded,natives wounded (amended),natives captured,natives captured (amended),us combatants dead,us combatants wounded,us combatants wounded (amended),us civilians dead,us civilians dead (amended),us civilians wounded,us civilians captured,source,nation 1,nation 2,nation 3,nation 4,pop_group,native casualties,us combatant casualties,us civilian casualties,total casualties,type engagement,x,y
231,1867/06/12,1867/06/12,12,Fort Dodge,Ft. Dodge,Kansas,KS-1867/06/12,,,,,,,1,,,,,,,Michno: Encyclopedia,Kiowa,,,,2,0,1,0,1,0,-99.96944433,37.85972461
44,1867/06/14,1867/06/14,36,Yampai Valley,Yampai Valley,Arizona,AZ-1867/06/14,20,20,,,9,9,,,,,,,,Michno: Encyclopedia,Hualapai,,,,1,20,0,0,20,10,-113.7772668,35.42394253
495,1867/06/19,1867/06/19,44,Steen's Mountain,Steen's Mountain,Oregon,OR-1867/06/19,12,12,1,1,2,2,,,,,,,,Michno: Encyclopedia,Paiute,,,,4,13,0,0,13,10,-118.6715824,42.52211534
232,1867/06/21,1867/06/22,13,Fort Wallace,Ft. Wallace,Kansas,KS-1867/06/21,,,,,,,5,5,5,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,0,10,0,10,0,-101.8376306,38.94368884
233,1867/06/21,1867/06/27,20,Union Pacific Railroad,,Kansas,KS-1867/06/21b,6,6,,,,,,,,17,17,1,,Michno: Forgotten Fights,Cheyenne,,,,,6,0,18,24,3,-98.95391915,38.85286144
234,1867/06/22,1867/06/22,14,Baca's Wagon Train,Ft. Wallace,Kansas,KS-1867/06/22,,,,,,,,,,10,10,,,Michno: Encyclopedia,Cheyenne,,,,3,0,0,10,10,0,-100.4030851,37.72417222
542,1867/06/23,1867/06/23,7,Bitter Creek,Bitter Creek,Wyoming,WY-1867/06/23,,,,,,,,,,1,1,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,0,0,1,1,0,-108.629485,41.59331796
325,1867/06/24,1867/06/24,22,North Fork Republican River,Republican River,Nebraska,KS-1867/06/24,2,2,4,4,,,,1,1,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,6,1,0,7,9,-101.6129521,40.03683173
235,1867/06/26,1867/06/26,15,Pond Creek Station,Pond Creek Station,Kansas,KS-1867/06/26b,6,6,6,6,,,6,6,6,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,12,12,0,24,5,-101.9637505,39.00272329
236,1867/06/26,1867/06/26,16,Black Butte Creek / Cooke's Fight,Wilson's Creek,Kansas,KS-1867/06/26,5,5,6,6,,,,2,2,,,,,Michno: Encyclopedia,Unidentified,,,,3,11,2,0,13,8,-101.7201618,39.22323474
237,1867/07/02,1867/07/02,17,Kidder's Fight,Kidder Massacre,Kansas,KS-1867/07/02,2,2,,,,,11,,,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,2,11,0,13,2,-101.6329752,39.55006081
496,1867/07/05,1867/07/05,45,Donner and Blitzen Creek,Donner and Blitzen Creek,Oregon,OR-1867/07/05,5,5,,,,,,,,,,,,Michno: Encyclopedia,Paiute,,,,4,5,0,0,5,10,-118.8627334,43.05195127
497,1867/07/08,1867/07/08,16,Malheur River,Malheur River,Oregon,OR-1867/07/07,2,2,,,14,14,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,2,0,0,2,10,-118.4986336,44.17787871
45,1867/07/09,1867/07/09,37,Music Mountain,Music Mountain,Arizona,AZ-1867/07/09,3,3,,,,,,3,3,,,,,Michno: Encyclopedia,Hualapai,,,,1,3,3,0,6,5,-113.5979388,35.49905124
388,1867/07/09,1867/07/09,50,Fort Sumner,Ft. Sumner,New Mexico,NM-1867/07/09,,,,,,,5,4,4,,,,,Michno: Encyclopedia,Navajo,,,,4,0,9,0,9,0,-104.4143986,34.37912545
498,1867/07/15,1867/07/15,17,South Fork Malheur,Malheur River,Oregon,OR-1867/07/13,6,6,1,1,2,2,1,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,7,1,0,8,9,-118.400015,43.33627996
499,1867/07/27,1867/07/27,46,Camp Warner,Camp Warner,Oregon,OR-1867/07/27,46,46,,,,,,,,,,,,Michno: Encyclopedia,Paiute,,,,4,46,0,0,46,10,-119.9218631,42.47846505
238,1867/08/01,1867/08/02,18,Saline River,Big Creek Station,Kansas,KS-1867/08/01,6,6,,,,,1,4,4,7,7,,,Michno: Encyclopedia,Cheyenne,,,,3,6,5,7,18,3,-99.24824099,39.10116996
271,1867/08/01,1867/08/01,2,Hayfield Fight,Hayfield Fight,Montana,MT-1867/08/01,8,8,30,30,,,2,3,3,,,1,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,38,5,1,44,9,-107.9933923,45.18823072
389,1867/08/01,1867/08/01,16,Loving's Fight,Loving,New Mexico,NM-1867/08/01,1,1,,,,,,,,1,1,,,Michno: Forgotten Fights,Comanche,,,,4,1,0,1,2,5,-104.2929073,32.0498549
543,1867/08/02,1867/08/02,21,Wagon Box Fight,Wagon Box Fight,Wyoming,WY-1867/08/02,60,60,120,120,,,7,2,2,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,180,9,0,189,10,-106.955453,44.39461296
326,1867/08/06,1867/08/06,23,Turkey Leg's Raid,Lexington,Nebraska,NE-1867/08/06,,,,,,,,,,7,7,,,Michno: Encyclopedia,Cheyenne,,,,3,0,0,7,7,0,-99.69529251,40.78539307
500,1867/08/11,1867/08/15,18,Owyhee River,Owyhee River,Oregon,OR-1867/08/11,3,3,,,2,2,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,3,0,0,3,10,-117.1688897,42.54183232
327,1867/08/17,1867/08/17,24,Plum Creek,Lexington,Nebraska,NE-1867/08/17,15,15,,,3,3,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,15,0,0,15,10,-99.59210657,40.65435012
239,1867/08/21,1867/08/22,19,Prairie Dog Creek,Prairie Dog Creek,Kansas,KS-1867/08/20,10,10,20,20,,,8,35,35,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,30,43,0,73,4,-99.67549706,39.74823766
156,1867/08/22,1867/08/22,50,Surprise Valley,Surprise Valley,California,CA-1867/08/22,2,2,7,7,,,,several,5,,,,,Michno: Encyclopedia,Paiute,Pit River,,,4,9,5,0,14,6,-120.1942553,41.6583482
501,1867/09/06,1867/09/08,19,Silver Lake,Silver River,Oregon,OR-1867/09/06,24,24,,,19,19,2,1,1,,,,,Michno: Forgotten Fights,Paiute,,,,4,24,3,0,27,9,-120.8874182,43.28597237
240,1867/09/15,1867/09/15,20,Davis's Fight,Davis's Fight,Kansas,KS-1867/09/15,13,13,,,,,1,,,2,2,,,Michno: Encyclopedia,Cheyenne,,,,3,13,1,2,16,8,-100.0137628,39.00454137
157,1867/09/26,1867/09/28,51,Infernal Caverns,Infernal Caverns,California,CA-1867/09/26,20,20,12,12,2,2,8,11,11,,,,,Michno: Encyclopedia,Paiute,Pit River,Modoc,,4,32,19,0,51,6,-120.5791349,41.2715135
46,1867/10/06,1867/10/06,38,Hualapai Mountain,Hualapai Mountain,Arizona,AZ-1867/10/06,7,7,,,,,,,,,,,,Michno: Encyclopedia,Hualapai,,,,1,7,0,0,7,10,-113.8692358,34.92993915
544,1867/11/04,1867/11/04,8,Goose Creek/ Shurly's Fight,Goose Creek,Wyoming,DK-1867/11/04,10,10,,,,,3,2,2,,,,,Michno: Forgotten Fights,Unidentified,,,,3,10,5,0,15,7,-106.8612754,44.71420507
48,1867/11/05,1867/11/05,27, Camp Bowie,Camp Bowie,Arizona,AZ-1867/11/05,,,,,,,2,,,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,0,2,0,2,0,-109.5917769,32.1483948
47,1867/11/07,1867/11/07,39,The Willows,The Willows,Arizona,AZ-1867/11/07,19,19,,,17,17,,6,6,,,,,Michno: Encyclopedia,Hualapai,,,,1,19,6,0,25,8,-113.3866865,35.15189075
390,1867/11/20,1867/11/20,51,Dona Ana Mountains,Dona Ana Mountains,New Mexico,NM-1867/11/20,3,3,,,,,,,,1,1,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,3,0,1,4,8,-106.628707,32.34722502
545,1867/12/01,1867/12/02,9,Crazy Woman Creek,Crazy Woman's Creek,Wyoming,DK-1867/12/02,,,,,,,1,3,3,,,4,,Michno: Forgotten Fights,Lakota Sioux,Cheyenne,,,4,0,4,4,8,0,-106.523193,44.15285896
49,1868/01/14,1868/01/14,40,Difficult Canyon,Red Wing Canyon,Arizona,AZ-1868/01/14,21,21,6,6,,,,2,2,,,,,Michno: Encyclopedia,Hualapai,,,,1,27,2,0,29,9,-113.9274304,35.25219742
391,1868/03/11,1868/03/11,52,Tularosa,Tularosa,New Mexico,NM-1868/03/11,,,,,,,,,,13,13,,1,Michno: Encyclopedia,Mescalero Apache,,,,3,0,0,13,13,0,-105.8554297,32.92157485
502,1868/03/14,1868/03/14,47,Donner and Blitzen Creek,Donner and Blitzen Creek,Oregon,OR-1868/03/14,12,12,,,2,2,,,,,,,,Michno: Encyclopedia,Paiute,,,,4,12,0,0,12,10,-118.8014929,43.22819679
50,1868/03/21,1868/03/21,41,Camp Willow Grove,Camp Willow Grove,Arizona,AZ-1868/03/21,2,2,several,5,,,,2,2,1,1,,,Michno: Encyclopedia,Hualapai,,,,1,7,2,1,10,7,-113.5779543,35.07998024
272,1868/04/16,1868/04/16,5,Fort C. F. Smith,Ft. C.F. Smith,Montana,MT-1868/04/16,1,1,,,,,,,,,,,,Michno: Forgotten Fights,Lakota Sioux,Cheyenne,,,4,1,0,0,1,10,-107.9776527,45.124886
392,1868/04/17,1868/04/17,53,Nesmith's Mills,Nesmith's Mills,New Mexico,NM-1868/04/17,10,10,25,25,,,,1,1,,,5,,Michno: Encyclopedia,Mescalero Apache,,,,3,35,1,5,41,9,-105.6330071,32.96915338
328,1868/04/29,1868/04/29,25,Tobin Massacre,Tobin Massacre,Nebraska,NE-1868/04/29,,,,,,,,,,3,3,1,,Michno: Encyclopedia,Lakota Sioux,,,,4,0,0,4,4,0,-99.3442759,40.8002666
360,1868/04/29,1868/04/29,20,Deep Canyon,Camp Scott,Nevada,NV-1868/04/29,,,,,,,3,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,0,3,0,3,0,-117.1864496,41.71701945
51,1868/05/30,1868/05/30,28, San Carlos Trail,Apache War- San Carlos,Arizona,AZ-1868/05/30,6,6,,,,,1,1,1,,,,,Michno: Forgotten Fights,Yuma Apache,,,,3,6,2,0,8,8,-110.3624915,33.70719542
503,1868/05/31,1868/05/31,20,Castle Rock,Malheur River,Oregon,OR-1868/05/31,,,,,,,,1,1,,,,,Michno: Forgotten Fights,Paiute,,,,4,0,1,0,1,0,-118.2494075,43.87292111
393,1868/06/13,1868/06/13,54,Apache Springs,Apache Springs,New Mexico,AZ-1868/06/13,3,3,,,11,11,,,,4,4,,,Michno: Encyclopedia,Navajo,,,,4,3,0,4,7,4,-105.3214352,35.44723913
52,1868/06/16,1868/06/16,42,Sugarloaf Mountain,Sugarloaf Mountain,Arizona,AZ-1868/06/16,1,1,,,,,4,1,1,,,,,Michno: Encyclopedia,Yavapai,,,,2,1,5,0,6,2,-111.5930021,33.66440631
198,1868/06/24,1868/06/24,4,Battle Creek,Battle Creek,Idaho,ID-1868/06/24,3,3,,,4,4,,,,,,,,Michno: Forgotten Fights,Comanche,,,,4,3,0,0,3,10,-116.202427,42.48209359
53,1868/07/08,1868/07/08,43,Big Rump Canyon,Apache War- Big Rump Canyon,Arizona,AZ-1868/07/08,3,3,8,8,,,,a few,5,,,,,Michno: Encyclopedia,Apache,,,,2,11,5,0,16,7,-111.4262489,33.67268025
546,1868/07/19,1868/07/19,10,Fort Reno,Ft. Reno,Wyoming,NV-1868/07/19,,,,,,,1,1,1,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,0,2,0,2,0,-106.3851557,43.87697164
199,1868/07/26,1868/07/26,5,Juniper Canyon,Juniper Canyon,Idaho,ID-1868/07/26,5,5,a number,5,4,4,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,10,0,0,10,10,-116.7852721,42.92069479
241,1868/08/13,1868/08/13,21,Elkhorn Creek,Southern,Kansas,KS-1868/08/13,3,3,10,10,,,,,,,,3,,Michno: Encyclopedia,Kiowa,,,,2,13,0,3,16,8,-98.02560221,38.99261053
242,1868/08/18,1868/08/21,22,Pawnee Fork,Pawnee Fork,Kansas,KS-1868/08/18,5,5,10,10,,,,,,,,5,,Michno: Encyclopedia,Cheyenne,,,,3,15,0,5,20,8,-99.45943135,38.05618286
459,1868/08/20,1868/08/20,2,Fort Buford,Ft. Buford,North Dakota,DK-1868/08/20,,,,,,,3,4,4,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,0,7,0,7,0,-104.0006824,47.98672444
183,1868/08/25,1868/08/25,3,Dietemann Massacre,Kiowa,Colorado,CO-1868/08/25,,,,,,,,,,2,2,,,Michno: Forgotten Fights,Arapaho,,,,3,0,0,2,2,0,-104.9014622,39.28380507
394,1868/08/27,1868/08/27,55,Hatchet Mountains,Hatchet Mountains,New Mexico,NM-1868/08/27,3,3,,,3,3,,,,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,3,0,0,3,10,-108.2966332,31.57058984
243,1868/09/02,1868/09/02,23,Little Coon Creek,Coon Creek,Kansas,KS-1868/09/02,3,3,1,1,,,,3,3,,,,,Michno: Encyclopedia,Kiowa,,,,2,4,3,0,7,6,-99.70748522,37.87259592
54,1868/09/09,1868/09/13,29, Agua Fria / Verde River,Tonto Plateau,Arizona,AZ-1868/09/09,13,13,,,7,7,,1,1,,,,,Michno: Forgotten Fights,Tonto Apache,,,,1,13,1,0,14,9,-112.0497392,33.75083307
184,1868/09/10,1868/09/10,21,Rule Creek,Rule Creek,Colorado,CO-1868/09/10,4,4,,,,,2,1,1,,,,,Michno: Encyclopedia,Unidentified,,,,3,4,3,0,7,6,-103.0504536,37.85101207
465,1868/09/10,1868/09/13,7,Sand Hills,Sand Hills,Oklahoma,OK-1868/09/10,22,22,12,12,,,3,5,5,,,,,Michno: Encyclopedia,Kiowa,Comanche,Cheyenne,,2,34,8,0,42,8,-99.46601404,36.4470743
185,1868/09/15,1868/09/15,22,Big Sandy Creek,Big Sandy Creek,Colorado,CO-1868/09/15,11,11,14,14,,,,7,7,,,,,Michno: Encyclopedia,Cheyenne,,,,3,25,7,0,32,8,-103.1462699,38.97507134
186,1868/09/17,1868/09/21,23,Beecher's Island,Beecher Island,Colorado,CO-1868/09/17,30,30,60,60,,,6,18,18,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,90,24,0,114,8,-102.2417279,39.81220645
55,1868/09/25,1868/09/25,30, La Paz Massacre,La Paz,Arizona,AZ-1868/09/25,15,15,,,,,,,,,,,,Michno: Forgotten Fights,Hualapai,,,,1,15,0,0,15,10,-114.3396111,33.58919871
244,1868/10/14,1868/10/14,24,Prairie Dog Creek,Prairie Dog Creek,Kansas,KS-1868/10/14,,,,,,,1,1,1,,,,,Michno: Encyclopedia,Cheyenne,,,,3,0,2,0,2,0,-99.97564749,39.85976364
245,1868/10/18,1868/10/18,25,Beaver Creek,Beaver Creek,Kansas,KS-1868/10/18,10,10,20,20,,,,3,3,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,30,3,0,33,9,-101.059026,39.82075676
246,1868/10/25,1868/10/26,26,Beaver Creek,Beaver Creek,Kansas,KS-1868/10/25,10,10,,,,,,4,4,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,10,4,0,14,7,-100.8015123,39.91446863
247,1868/11/19,1868/11/19,27,Wilson's Fight,Ft. Dodge,Kansas,KS-1868/11/19,2,2,,,,,,,,,,,,Michno: Encyclopedia,Kiowa,Cheyenne,,,2,2,0,0,2,10,-99.4213633,38.3959423
466,1868/11/27,1868/11/27,8,Washita River,Battle of the Washita,Oklahoma,OK-1868/11/27,103,103,,,53,53,21,16,16,,,,,Michno: Encyclopedia,Cheyenne,,,,3,103,37,0,140,7,-99.78263953,35.60752576
467,1868/12/25,1868/12/25,9,Soldier Spring,Soldier Spring,Oklahoma,OK-1868/12/25,25,25,,,,,1,3,3,,,,,Michno: Encyclopedia,Comanche,Kiowa,,,4,25,4,0,29,9,-99.29000433,34.92634728
248,1869/01/29,1869/01/29,28,Mulberry Creek,Mulberry Creek,Kansas,KS-1869/01/29,7,7,1,1,,,,2,2,,,,,Michno: Encyclopedia,Pawnee,,,,4,8,2,0,10,8,-99.76577071,37.61094107
58,1869/02/04,1869/02/04,31, Aravaipa Mountains,Arivaipa Mountains,Arizona,AZ-1869/02/04,8,8,,,6,6,,1,1,,,,,Michno: Forgotten Fights,Arivaipa,,,,1,8,1,0,9,9,-110.2927274,32.7599002
547,1869/04/06,1869/04/06,11,La Bonte Creek,La Bonte Creek,Wyoming,WY-1869/04/06,,,,,,,2,,,,,,,Michno: Forgotten Fights,Arapaho,,,,3,0,2,0,2,0,-105.6424957,42.70777941
273,1869/04/07,1869/04/07,3,Sixteenmile Creek,Sixteenmile Creek pursuit,Montana,MT-1869/04/07,9,9,,,,,,,,,,,,Michno: Encyclopedia,Blackfeet,,,,2,9,0,0,9,10,-111.0445765,46.45516404
395,1869/04/22,1869/04/22,56,Sangre Cayon,Sangre Canyon,New Mexico,NM-1869/04/22,,,5,5,,,,,,,,,,Michno: Encyclopedia,Apache,,,,2,5,0,0,5,10,-105.2021518,32.21105213
396,1869/05/02,1869/05/02,57,San Augustin Pass,San Augustin Pass,New Mexico,NM-1869/05/02,5,5,10,10,,,2,4,4,,,,,Michno: Encyclopedia,Jicarilla Apache,,,,1,15,6,0,21,7,-106.3382223,32.29330606
397,1869/05/07,1869/05/07,58,San Augustin Pass,San Augustin Pass,New Mexico,NM-1869/05/07,,,,,,,1,1,1,,,1,,Michno: Encyclopedia,Jicarilla Apache,,,,1,0,2,1,3,0,-106.1792255,32.2458994
249,1869/05/13,1869/05/13,29,Elephant Rock,Elephant Rock,Kansas,KS-1869/05/13,25,25,20,20,,,4,3,3,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,45,7,0,52,9,-100.6440164,39.94825289
329,1869/05/16,1869/05/16,26,Spring Creek,Spring Creek,Nebraska,NE-1869/05/16,,,,,,,3,3,3,,,1,,Michno: Encyclopedia,Lakota Sioux,,,,4,0,6,1,7,0,-99.69612212,40.40399855
250,1869/05/28,1869/05/28,30,Fossil Creek Station,Fossil Creek,Kansas,KS-1869/05/28,,,,,,,,,,2,2,4,,Michno: Encyclopedia,Cheyenne,,,,3,0,0,6,6,0,-98.86835561,38.85538339
251,1869/05/30,1869/05/30,21,Spillman Creek Raids,Saline,Kansas,KS-1869/05/30,,,,,,,,,,11,11,2,2,Michno: Forgotten Fights,Cheyenne,,,,3,0,0,13,13,0,-98.13517943,39.10919728
59,1869/06/04,1869/06/04,32, Pinal Mountains,Apache War- Picacho Mountain,Arizona,AZ-1869/06/04,20,20,,,4,4,,,,,,,,Michno: Forgotten Fights,Apache,,,,2,20,0,0,20,10,-110.9021469,33.37509498
252,1869/06/19,1869/06/19,31,Sheridan,Sheridan,Kansas,KS-1869/06/19,4,4,12,12,,,,2,2,,,2,,Michno: Encyclopedia,Cheyenne,,,,3,16,2,2,20,8,-101.648326,39.08252134
60,1869/07/06,1869/07/07,33, Harquahala Mountains,Hac-qua-hallawater,Arizona,AZ-1869/07/06,9,9,,,,,,1,1,,,,,Michno: Forgotten Fights,Yavapai,,,,2,9,1,0,10,9,-113.508197,33.70082357
330,1869/07/06,1869/07/06,27,Frenchman's Fork,Frenchman's Fork,Nebraska,NE-1869/07/06,3,3,,,,,,1,1,,,,,Michno: Encyclopedia,Cheyenne,,,,3,3,1,0,4,8,-101.5712434,40.37907436
187,1869/07/08,1869/07/08,24,Dog Creek,Dog Creek,Colorado,CO-1869/07/08,3,3,1,1,,,,1,1,,,,,Michno: Encyclopedia,Cheyenne,,,,3,4,1,0,5,8,-102.1775704,40.00357929
188,1869/07/11,1869/07/11,25,Summit Springs,Battle of Summit Springs,Colorado,CO-1869/07/11,52,52,,,17,17,,,,1,1,1,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,52,0,2,54,10,-102.8762547,40.3693494
331,1869/08/24,1869/08/24,3,Nelson Buck Massacre,Marion,Nebraska,NE-1869/08/24,3,3,,,,,,,,11,11,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,3,0,11,14,2,-100.003341,40.12675985
548,1869/09/14,1869/09/14,22,Popo Agie,Popo Agie,Wyoming,WY-1869/09/14,2,2,10,10,,,1,2,2,1,1,,,Michno: Encyclopedia,Lakota Sioux,,,,4,12,3,1,16,8,-108.5671745,42.99219234
253,1869/09/26,1869/09/26,32,Prairie Dog Creek,Prairie Dog Creek,Kansas,KS-1869/09/26,1,1,several,5,,,,,,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,6,0,0,6,10,-100.4338251,39.7283426
61,1869/10/05,1869/10/05,34, Stone Massacre,Apache War- Dragoon Springs,Arizona,AZ-1869/10/05,,,,,,,4,,,2,2,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,0,4,2,6,0,-109.807193,32.14597653
56,1869/10/05,1869/10/08,44,Chiricahua Pass / Pedregosa Mountains,Chiricahua Pass,Arizona,AZ-1869/10/08,12,12,,,,,,2,2,6,6,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,12,2,6,20,6,-109.3292198,31.44674926
57,1869/10/19,1869/10/19,45,Chiricahua Mountains / Tex Canyon,Apache War- Chiricahua Mtns.,Arizona,AZ-1869/10/20,18,18,,,,,2,3,3,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,18,5,0,23,8,-109.3879799,31.73165845
398,1869/11/18,1869/11/18,59,Guadalupe Mountains,Guadalupe Mountains,New Mexico,NM-1869/11/18,1,1,,,,,,2,2,,,,,Michno: Encyclopedia,Mescalero Apache,,,,3,1,2,0,3,3,-104.989916,32.13308954
549,1869/12/01,1869/12/01,23,Horseshoe Creek,Horseshoe Creek,Wyoming,WY-1869/12/01,several,5,,,,,,3,3,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,5,3,0,8,6,-105.4236872,42.52906735
62,1869/12/10,1869/12/10,35, Chilson’s Creek,Mount Buford,Arizona,AZ-1869/12/10,11,11,,,,,,1,1,,,,,Michno: Forgotten Fights,Apache,,,,2,11,1,0,12,9,-111.7536861,33.81114567
399,1869/12/26,1869/12/30,60,Sanguinara Canyon,Sanguinara Canyon,New Mexico,NM-1869/12/26,several,5,,,,,,1,1,,,,,Michno: Encyclopedia,Apache,,,,2,5,1,0,6,8,-105.0980391,32.09109871
274,1870/01/23,1870/01/23,4,Marias River,Piegan River,Montana,MT-1870/01/23,173,173,20,20,140,140,1,,,,,,,Michno: Encyclopedia,Blackfeet,,,,2,193,1,0,194,10,-111.8648624,48.30267139
67,1870/01/28,1870/01/28,36, Dragoon Mountains,Dragoon Mountains,Arizona,AZ-1870/01/28,13,13,,,2,2,,,,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,13,0,0,13,10,-109.9633029,32.06440089
550,1870/05/04,1870/05/04,24,Miner's Delight,Miner's Delight,Wyoming,WY-1870/05/04,7,7,2,2,,,1,1,1,,,,,Michno: Encyclopedia,Arapaho,,,,3,9,2,0,11,8,-108.8367722,42.698264
332,1870/05/17,1870/05/17,28,Spring Creek,Spring Creek,Nebraska,NE-1870/05/17,1,1,7,7,,,,,,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,8,0,0,8,10,-97.79352322,40.14917008
68,1870/05/24,1870/05/24,37, Tonto Valley,Tonto Valley,Arizona,AZ-1870/05/25,22,22,,,12,12,,,,,,,,Michno: Forgotten Fights,Tonto Apache,,,,1,22,0,0,22,10,-111.394969,34.08477682
63,1870/05/26,1870/05/26,46,Israel-Kennedy Wagon Train,Israel-Kennedy wagons,Arizona,AZ-1870/05/26,,,,,,,,,,20,20,,,Michno: Encyclopedia,Pinal Apache,,,,1,0,0,20,20,0,-110.7736412,32.5291953
254,1870/05/31,1870/05/31,33,Bear Creek Station,Bear Creek Station,Kansas,KS-1870/05/31,5,5,,,,,2,1,1,,,,,Michno: Encyclopedia,Kiowa,,,,2,5,3,0,8,6,-99.88136408,37.20584309
255,1870/06/01,1870/06/01,34,North Fork Solomon River,Solomon River,Kansas,KS-1870/06/01,,,4,4,,,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,4,0,0,4,10,-98.99685477,39.62710018
64,1870/06/05,1870/06/05,47,Signal Peak,Black Canyon,Arizona,AZ-1870/06/05,30,30,,,several,5,,,,,,,,Michno: Encyclopedia,Arivaipa,,,,1,30,0,0,30,10,-110.7941764,33.34015154
333,1870/06/08,1870/06/08,29,Red Willow Creek,Red Willow Canyon pursuit,Nebraska,NE-1870/06/08,2,2,,,,,,,,,,,,Michno: Encyclopedia,Unidentified,,,,3,2,0,0,2,10,-100.5542827,40.3579518
468,1870/06/08,1870/06/08,10,Bodamer's Fight,Bodamer's Fight,Oklahoma,OK-1870/06/08,3,3,10,10,,,,2,2,,,,,Michno: Encyclopedia,Cheyenne,,,,3,13,2,0,15,9,-99.61927428,36.94027783
469,1870/06/11,1870/06/11,11,Camp Supply,Camp Supply,Oklahoma,OK-1870/06/11,6,6,10,10,,,,3,3,,,,,Michno: Encyclopedia,Comanche,Kiowa,,,4,16,3,0,19,8,-99.6938449,36.62200041
65,1870/08/01,1870/08/01,48,Skirmish Canyon,Skirmish Canyon,Arizona,AZ-1870/08/01,6,6,,,2,2,1,,,,,,,Michno: Encyclopedia,Pinal Apache,,,,1,6,1,0,7,9,-111.0415718,33.48475589
66,1870/10/06,1870/10/06,49,Deer Creek,Deer Creek Station,Arizona,AZ-1870/10/06,2,2,,,,,,2,2,,,,,Michno: Encyclopedia,Arivaipa,,,,1,2,2,0,4,5,-110.3446563,32.74734339
76,1871/01/01,1871/01/01,38, Pinal Mountains,Apache War- Pinal Mountains,Arizona,AZ-1871/01/01,9,9,many,20,,,,,,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,29,0,0,29,10,-110.871597,33.24513472
77,1871/02/12,1871/02/12,39, Chiricahua Peak,Chiricahua Peak,Arizona,AZ-1871/02/12,14,14,20,20,1,1,,,,,,2,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,34,0,2,36,9,-109.4170291,31.98771227
78,1871/03/28,1871/03/28,40, Gila River,Gila River,Arizona,AZ-1871/03/28,15,15,,,,,,,,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,15,0,0,15,10,-109.2857051,32.79670348
69,1871/04/04,1870/04/12,50,Apache Mountains,Apache Mountains,Arizona,AZ-1871/04/04,29,29,many,20,2,2,,,,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,49,0,0,49,10,-111.2758263,33.439244
70,1871/04/30,1871/04/30,51,Camp Grant Massacre,Apache War- Camp Grant Massacre,Arizona,AZ-1871/04/28,144,144,,,27,27,,,,,,,,Michno: Encyclopedia,Arivaipa,,,,1,144,0,0,144,10,-109.9964772,32.50784258
71,1871/05/05,1871/05/05,52,Whetstone Mountains,Apache War- Bear Springs,Arizona,AZ-1871/05/05,13,13,,,,,3,1,1,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,13,4,0,17,8,-110.5906623,31.66191701
79,1871/06/08,1871/06/09,41, Rye Creek/Morton's Fight,Verde River,Arizona,AZ-1871/06/08,56,56,8,8,,,,,,,,,,Michno: Forgotten Fights,Tonto Apache,,,,1,64,0,0,64,10,-111.341295,34.22586059
